tweet_id,bio_id,text
1202457029496987649,K000389,.@BernieSanders should have @RevDrBarber in his cabinet or in a senior White House role to help deliver on his platform. https://t.co/2NohEuQJTL
1115360164742410241,S001196,"Going to be in Glens Falls or Plattsburgh tomorrow, and interested in the application process for NBRC grants? Come to one of our 2 workshops at 11AM or 4PM. My office is here to serve #NY21! More info ⬇️https://t.co/bntd0N8CMK"
1072969596397711360,S001150,"You fought to preserve the Affordable Care Act. Now we need your help to make sure you, your friends and family all enroll ahead of the deadline.

Nationally, the deadline is December 15: https://t.co/MNd6dFPYWc

In California, the deadline is January 15: https://t.co/cDGEvmSwal"
1037363617404989443,H000338,"Senator Leahy's complaints that he can't ask Kavanaugh what he wants because documents are marked ""committee confidential"" don't hold water. 

As @ChuckGrassley has noted, members could seek waivers to discuss committee classified documents in open hearings. He never asked."
1108159532080025600,R000614,@granitewinger More hand-waving.  Yeah.  More hand-waving....
1271593122888179712,C001123,"This #WomensVeteransDay, we honor the more than 2 million women Veterans living in the US today for their dedication and sacrifice. 

As we celebrate their service, we must continue to ensure America's women veterans are treated with the dignity and respect they deserve. https://t.co/5pOiaFnYfi"
1004114461525991424,H001079,"Congratulations to Shamessia Lee of Olive Branch and Wesley Hale of Oxford, recipients of the @DeptofDefense Boren Scholarship. Both have excelled in the @OleMissRebels Chinese Language Flagship Program. https://t.co/e9b0x5cQin"
1150897205156466688,L000563,I generally ignore the incendiary tweets of @potus &amp; other politicians who are trying to inflame passions &amp; bait opponents. Joining the worthless rhetorical fight is a waste of time that should be spent bringing people together to get things done. That’s my job. 1/3
1358517339835273221,G000596,"I’m focused on building an American free market economy protecting free speech.

Allowing the businesses with the highest creativity &amp; best end user experience to compete.

Driving prices low, quality and service high, and putting American’s first.

Made in America!

Cont’d.."
1168175621333299200,D000630,"This is a public health crisis that demands leadership. The House has passed bipartisan, common sense measures that should pass through the Senate, but Senator McConnell refuses to hold a vote. He chooses politics over keeping Americans safe time and time again. 3/4"
1007737412867510278,M001176,Great to see @VOAoregon and @OregonAFSCME reach a first contract.  Glad to see VOA’s leadership and the union come together to bolster the VOA staff’s important work in the community.
1003294075305517056,B001292,A new excuse for lying: Trump lawyer Rudy Giuliani just said the story on the Trump Tower meeting with Russian officials keeps shifting because “our recollection keeps changing.” https://t.co/jdb0z2k793
1124698932242714625,R000595,"“As the cause is new, so we must think anew &amp; act anew.” Abraham Lincoln

21st century America needs a conservatism that isn’t just about the size of govt &amp; GDP. But also about conserving &amp; promoting family,community,faith,love of country &amp; dignified work https://t.co/VTOSYIDFVN"
1171218799808450568,W000817,"Stephen Smith is building a people-powered movement to take back the power from corporate executives, lobbyists, and politicians who put their own interests ahead of everyone else. West Virginia can't wait any longer for big, structural change. I'm proud to endorse @WVCantWait! https://t.co/embCPi8lXp"
1244328144221298688,G000574,@derek_debus @votewarren Ok reviewed your file with my team.  What is your best contact info we have several. DM it to me so it’s not public.
1101002475174211585,T000468,Congratulations to the participants of @NVHomelessYouth for successfully completing the NPHY Housing Program! The program celebrates those who have successfully overcome homelessness and are paving their own path #BeTheMovement https://t.co/pA9bauw9Ow
1014943745731715072,T000461,"Had a very interesting conversation with some of the great individuals who work at the Drueding Center, a Philadelphia organization that helps those in need with transitional housing and child care. https://t.co/1j2WwpqTPB"
1026856595790159872,N000190,"Sgt. Dave Walas of Tega Cay (1st from left in pic) lost both legs 46 yrs ago serving  in Vietnam. Thru excruciating pain &amp; suffering from massive blood loss, he still fought to defend America. He was rightfully given the #PurpleHeart for his heroic actions &amp; sacrifices made. https://t.co/gQBnPoNRhN"
1082397655991574530,R000577,"It's not just DC, federal workers all across the US are impacted by the #TrumpShutdown. And this Friday, these hard-working Americans won't be receiving their paycheck. The Senate needs to vote on the House legislation immediately. https://t.co/TlFhn3f9Gi"
1243250060881731584,L000570,"Todas y todos tenemos que poner de nuestra parte para superar esta emergencia de salud pública. Para los Nuevo Mexicanos, puedes evitar la propagación del COVID-19 y salvar vidas quedándote en casa lo más posible.

Esto es lo que debes saber:

https://t.co/byxtkKtqlB"
1352764230030807041,L000589,"Members of the National Guard serve our nation and are keeping everyone in the Capitol safe. I am glad this situation has been rectified, but they should not have been forced out of the Capitol and into parking garages in the first place. https://t.co/KbIz03RtJy"
1258781999894073345,N000179,"The President’s #DirtyWaterRule puts both the health of our nation’s waters and our American families at risk, which is why I am proud to introduce the Clean Water For All Act to stop it from taking effect. https://t.co/9HUplzuQvJ"
948202396471226370,M001160,"Special Enrollment for ACA is still available for some people!

https://t.co/ZtLjL4LViv

Find out if you are eligible for the special enrollment period by going to https://t.co/0eeZ57xVGX!"
1184537944025120768,C001080,Donald Trump is more focused on detaining immigrant children than members of ISIS. https://t.co/Ms5PzIgPpA
1207441631500214277,A000377,"After

2 years
19 lawyers
40 agents
2800 subpoenas
500 warrants &amp;
At least 17 errors in a FISA warrant application

The Democrats have nothing to show for it.

But undeterred by facts and uninterested in legislating, they marched on toward impeachment."
1276255182381342720,O000173,"I rise today on behalf of George Floyd, Eric Garner, Freddie Gray, Philando Castile, Michael Brown, Tamir Rice, Breonna Taylor, and so many more.
 
I rise because so many can no longer rise.
 
When we build a system that provides equal justice, we might finally all rise. https://t.co/S4PbfbTtNz"
969050013488877568,P000197,With my teammate @bleeforcongress cheering on our @warriors and representing #DubNation in the nation's Capital! —NP #LetsGoWarriors https://t.co/PrU43fczWQ
1053486465366310912,H001075,18 days to make a difference before Election Day. Convince a friend to finally put their vote-by-mail ballot in the mailbox. Knock on doors. Talk to a family member in California and tell them about same-day voter registration. Phone bank. Let’s do this.
896867056397697024,K000210,The white supremacists &amp; Neo-Nazis who organized Charlottesville event have no place in politics culture or debate &amp; must b condemned by all
1139626541170745344,C001119,"Meanwhile, next-door Koda Energy provides power to the grid as well as heat and power for Rahr Malting’s beer malt manufacturing. Learn more about their partnership here: https://t.co/SifP1a8AAG"
1059541374087913472,K000385,"Check out my new broadsheet from the #CBCHBT. This edition focuses on many key health issues, including #breastcancer, kidney disease and health in the Hispanic community. https://t.co/2EbgF1XufG"
1129847375923732481,M001188,"Every American has the right to vote -- and it shouldn't be harder for people of color, ever.

Incredibly proud of @staceyabrams and the work she's doing to fight for the future of our democracy.
https://t.co/oexxcuxwMF"
1057426543402729473,E000298,"Our immigration system is broken and slow. I voted to start solving the problems, secure the border, and ensure work permits and visas are available to people that can work and contribute to our society. #ksleg #ks04"
1181669155487076354,S001175,"This latest obstruction reeks of a desperate cover up &amp; stalling tactic. Hiding communications from Congress in support of a lawful inquiry is not what innocent parties do. The American people deserve the truth. For those who refuse to come clean, it's time for #InherentContempt!"
952302548647542784,C001069,"Great to see everyone today at the #townhall meeting in Manchester. We had the chance to address the concerns of our constituents regarding the new tax law and discuss how it will affect CT taxpayers. Another big thank you to our CT-1 host, @RepJohnLarson! https://t.co/VqMPhAMACp"
924036845423484929,W000779,@SecretaryZinke I called on @Interior to reverse course. Don’t price American families out of visiting our national parks: https://t.co/abhxqQWUCz
1253047286478917632,R000577,"📮There's still time to request your mail-in ballot for the Ohio Primary, but you must do so NOW. There are several steps in this process; if you don’t request a mail-in ballot, you won't be able to vote. Make your voice heard! Learn how here:
https://t.co/YmzPJE8aj7 https://t.co/TSJ46dG286"
1087875036650893312,J000298,Huge congrats to @11EdgarMartinez on his induction to the #HOF2019!! This is a well-deserved honor and I was proud to introduce a resolution last Congress recognizing his accomplishments both ON and OFF the field. You make Seattle proud! 💚💙 https://t.co/orPrnRzpFV
1298345652162895872,K000381,"Our national parks are our nation’s crown jewels – an extraordinary legacy to be taken care of and shared with future generations. And they're important economic drivers for our communities, too! I'll keep working to protect them.

Happy Birthday, @NatlParkService! 1⃣0⃣4⃣🎈🎂🥳 https://t.co/9GMgHuhuXz"
1107725215835017216,H001083,@VVertuccio @SenhorRaposa Thank you so much! Look what you started @SenhorRaposa!
943570163554713600,G000562,The tax reform bill I supported will deliver real relief and grow wages for hardworking Coloradans and Americans across the country. I’m thrilled to see this announcement. https://t.co/6cs1Ci4Gks
1370028051505901580,W000797,"Today the House will pass #HR8, a bill to ensure no gun can be sold without a background check. Next step: pass #JaimesLaw and make sure the same goes for ammunition sales. https://t.co/u5ax9WVdHh"
908040740571418625,T000250,"We can improve the lives of the American people through #TaxReform – creating better jobs, higher wages, and faster economic growth. https://t.co/rRKmAwdlFy"
1302652783863136264,E000299,"Solo el 65.9% de los paseños han completado el #Censo2020.
 
Es muy importante que completemos el censo porque determinará los fondos que recibiremos durante los próximos 10 años para:
 
👩🏽‍🚒 Bomberos
🏥 Hospitales
🚸 Escuelas
🚃 Transporte
🥫 SNAP
📚 Parques y bibliotecas

¡Y más!"
996127308942594049,M001143,"Trump and GOP fighting for more jobs...in China?!?  ZTE broke US sanctions and then lied about carrying out the punishment. Trump is appeasing Xi  and protecting jobs in China, rather than enforcing US laws, protecting US national security and standing up for US workers. https://t.co/Or6xuL45Px"
1047500112619065349,N000190,"Today, I had the pleasure of attending the 482nd Attack Squadron Activation and witness the Assumption of Command with Col. Travis Norton and Lt. Col. Andre Walton at Shaw Air Force Base @20FighterWing . 

God Bless our @usairforce and ALL our Troops! https://t.co/nGApm9Dxii"
1169318800271007746,L000592,"Today I led a letter with @RepDanKildee, @RepBrianFitz and @RepDebDingell signed by 162 bipartisan House members asking that #PFAS provisions be included in the annual defense bill. This is necessary to keep Americans safe from PFAS contamination. More: https://t.co/HdUIgNrrER"
1303322796790034433,S001190,"I am committed to helping schools reopen safely and giving schools the support to operate remotely in the interim. 

I met with students from Stevenson High School to hear more about their experiences during the pandemic and answer their questions about what Congress is doing. https://t.co/JVzKKiDXsc"
1089947189936340995,G000565,"Mark your calendar! My staff will be holding office hours in Parker, Arizona on March 1st. 

⬇️Details below ⬇️ https://t.co/Wgol9Kar17"
1217177324912828417,P000449,"Productive mtg w/ Amb @TerryBranstad regarding the federal ban on fentanyl-related substances expiring on Feb 6. We agree this is a top priority &amp; must be addressed quickly. 

Congress must pass my bipartisan bill to permanently ban these drugs. Thousands of lives are at stake. https://t.co/NwbKG47vvc"
1289700185636044805,C001093,"It’s no surprise that Kelly chose to side with Elizabeth Warren on renaming military bases in Georgia, she has a well-documented history of supporting liberals and left-wing causes. RT if you stand with our President! https://t.co/2g3dPVIPrM"
987408954669043712,D000197,"At a meeting with community leaders working in #refugee resettlement, I spoke about my ongoing work in Congress to push back on @POTUS' anti-refugee policies. The efforts of this group must be supported to ensure our state and nation remain a beacon for displaced peoples. https://t.co/LSVp6Qzze6"
1281269469994770432,C001091,"I hope @EsperDoD will also address concerns many @HispanicCaucus members and @HouseDemocrats have raised regarding #JusticeForVanessaGuillen.
 
The entire nation is watching, particularly Latino service members, families and communities. We need an independent investigation. https://t.co/0MxzdfqgTF"
1073625634520350722,G000578,"I think this is about the Democrats setting the stage for their policy goals rather than actually getting something done with time we have now for the American people. If we get the money, we will get the results and Mexico will pay.  @KennedyNation @FoxBusiness https://t.co/t3IownqfFB"
884416672039182337,K000389,"#Trumpcare will:
-Destroy Medicaid
-Hike costs for pre-existing conditions
-Hurt seniors &amp; working families"
1188486444324675586,C000059,"Terror leaders can run, hide, and live like cowards, but there is no escape from the long reach of justice. The hate-driven violence and evil of terrorists will not go unanswered. This is a proud day for all Americans."
907420267345039360,W000799,#Vikings look 💪 tonight! Shout out to #MavFam's own @athielen19 on 150+ yd game. #SKOL #MNF #LetsWinThisGame https://t.co/Sy92yrdAP4
1092996379859976192,R000603,"If every MOC would be willing to come to the table to negotiate with @POTUS, there is no limit to the incredible progress that could be achieved to improve border security, rebuild infrastructure, lower the cost of quality healthcare and Rx drugs &amp; grow our economy.  #SOTU #NC07"
1269382053839003648,B001243,"Incredibly grateful for all the kind birthday wishes and signatures. I am so thankful today for the warm wishes and continued support from my friends, family, and the Volunteer State!"
1303462623581818880,C001117,18/ And we keep emitting.  We are adding almost 3 million pounds of new CO2 into the atmosphere every SECOND.  That works out to the energy addition of 4 Hiroshima class nuclear weapons.  Every second.
1197977820355596291,M001153,Thankful to Covenant House for giving us a humbling but heartbreaking glimpse at what is a reality for far too many youth.
1319659093779468293,M000087,"Shirley Temple Black, renowned for her career as America’s most popular child actress, dedicated her adult life to public service.
 
I am #InspiredByHer work as a diplomat and public servant. https://t.co/XBqBRraCdz"
1225860026062868480,R000605,"On Monday, the Senate will keep confirming @realDonaldTrump’s well-qualified judges. So far we’ve confirmed 187 federal judges since the president took office. The decisions they make will have lasting impacts for generations to come."
1189664035115024389,G000591,"Thanks to the hard work of our military and intelligence agencies, we have delivered a major blow to ISIS. It’s important that we remain vigilant in our fight against terrorism and we will continue this fight until ISIS is destroyed. 

https://t.co/owo2AxiB4u"
986358565760851969,A000360,"This #TaxDay, most Tennessee families should be seeing bigger paychecks thanks to the #TaxCutsandJobsAct passed by the Republican Congress in December and signed into law by President Trump. https://t.co/VPlPG1JHkl"
1041711232749854720,C001112,Congratulations to @CalPoly for being named the best public-master's university in California by @Forbes for the second year in a row! #CalPolyProud https://t.co/YpUEeptdUJ
951635849778749440,F000461,.@Walmart can now be added to the growing list of companies that are passing on their savings from the Tax Cuts and Jobs Act on to their employees https://t.co/he59h4w4OE
1088893824167002112,D000631,"I'm relieved that @POTUS has finally agreed to @HouseDemocrats’ original proposal to reopen the government and negotiate. For 35 days, hardworking Americans suffered, not knowing when their next check would come. I am determined that they will not be hurt like this again."
1315645171619500033,C000266,Handing out slate cards at the Warren County Board of Elections this morning. Beat the lines on Election Day and vote early! #OH01 https://t.co/eVtvgbFi9K
1329510232238792706,H001038,#PancreaticCancer is the 3rd leading cause of cancer-related U.S. death. As we mark World Pancreatic Cancer Day #WPCD take a minute to recognize the symptoms. We join @PanCAN in the fight to raise awareness &amp; fund innovative research to save lives. https://t.co/1FW9S31DNu
1295880716237058050,S001209,"Update: @CBS6 has proposed a potential debate the week of October 11. I thank them for the invitation, and I look forward to finalizing details with the Freitas team and CBS6. I look forward to talking about the issues facing #VA07."
1306363996078047233,R000577,"Ohio: make a plan to vote!

1️⃣ Register: https://t.co/Rbi9IWlJOl
2️⃣ Fill out an absentee ballot request form and mail it in: https://t.co/tDrmnIXfY8
3️⃣ Fill out your ballot as soon as it arrives and return it as soon as possible! https://t.co/ZhRIUwl23s"
909526234652119040,T000193,#HBCUWeek https://t.co/iGbYNrUcp6
1284252116178087936,L000570,"To ensure a robust economic recovery, Congress must promote clean energy &amp; build a strong and resilient economy for all Americans. Today, @HouseScience considered three of my bills to spur innovation &amp; promote entrepreneurship and small business partnerships with National Labs. https://t.co/LD0WOuIcIe"
1225838281637670913,W000802,"Seema Verma as administrator of CMS unilaterally undid a rule that drives reimbursements to hospitals &amp; doctors, creating VERY unfair situation for hospitals in Rhode Island. 

I expect answers to these questions I asked the Trump administration. https://t.co/KrMK9LlhZa"
1244229351907954688,C001056,"From Bats to Human Lungs, the Evolution of a Coronavirus https://t.co/X8MZ7VTLBS via @NewYorker"
991792221727969285,B001299,Proud to lead a bipartisan letter to @jensstoltenberg expressing support for Macedonia’s admission to NATO. @UMDiaspora https://t.co/yqjY42hsfz https://t.co/AEIGZUCxCg
1123330200794800133,F000469,"Here are the results of 2017 insurance premium increases on the free market vs. government-controlled insurance programs:

Increase of individual premiums:  3%
Increase of premiums on the ObamaCare exchange: 30%

The free market provides more choices &amp; better value to consumers."
1126145784888606720,S001190,"Twice in as many weeks, our firefighters, police, and paramedics have been called to respond to serious emergencies in Lake County. We are all grateful for the professionalism and bravery of our first responders who put their lives on the line to protect our communities. https://t.co/WkNoh1658U"
1056855835333328897,R000595,"All bitterness, fury, anger, shouting, and reviling must be removed from you, along with all malice. Ephesians 4:31"
1144781514422595584,B001309,I forgot the gel. https://t.co/kQEWLS59Z1
996149091838185473,G000578,"Today's #SupremeCourt ruling in Murphy v. National Collegiate Athletic Association was entirely correct, and carries tremendous implications for states. The ruling a was victory for the Constitution, for Federalism, and for limited government. https://t.co/tk0WskfFc5"
1187439865790631937,B001230,When products say “Made in the USA” I expect it to be true. I’m calling on @FTC to crack down on fraudulent Made in the USA labels and protect the integrity of our American made goods. https://t.co/0QTfqlTjdY
1320423818083618822,U000039,"As #COVID cases rise all across the country, Senate Republicans have gathered the Senate—not to act to provide Americans the relief they so desperately need, but instead to ram through a far-right #SCOTUS nominee, who threatens your health care. During a pandemic. Outrageous."
1142159886026969088,N000179,"From greater investment in clean water and dam safety to helping at-risk youth and expanding mental health services, it prioritizes the well-being of hard-working families in our region and across the nation."
1272978904916033536,S001145,"1. Why did you prioritize the politics of the Trump Administration over the public health of
the American people?"
1306954736847945736,S001212,I look forward to welcoming @realDonaldTrump to Bemidji tonight! President Trump has our backs and strongly supports the Line 3 replacement project which would ignite a jobs and economic boom to our region! #OurWayofLife https://t.co/Qm0X1CNMCY
943221902365134848,C001084,"In the past year, the Trump Administration has done nothing to support the middle class. It’s time for #ABetterDeal. https://t.co/qWFBspBBkF"
1367543992590733312,P000595,"The American Rescue Plan would provide robust relief to help families, workers who are out of a job, small businesses struggling to make ends meet &amp; boost vaccine distribution.
 
We can't afford to wait—Michiganders need COVID relief now! https://t.co/uvaHfVjYGJ"
1194451668810813442,L000590,"My first bill signed into law by the President was to rename the Henderson/Boulder Highway Post Office to the Henderson Veterans Memorial Post Office. It was an honor to mark the renaming on #VeteransDay w/colleagues, constituents &amp; southern NV #veterans. https://t.co/7ZIh9aS4Ib"
940630720325746688,R000592,"By signing the National Defense Authorization Act of 2018 into law, President .@realDonaldTrump is following through on his promises to strengthen our military and make our world a safer place."
1061320085024006144,R000600,"Talofa! Tomorrow is Veterans Day, and what a great opportunity to honor and appreciate our Veterans. We have many in American Samoa! Thank you to all for your service https://t.co/9p3OUWYocB https://t.co/UqlWWNJ2zx"
1296283585175891968,S001193,"""We have a chance to change the course of history. We're all in this fight. You, me &amp; Joe, together. ... So let's fight with conviction, let's fight with hope.""

@KamalaHarris is ON THE CASE, FOR THE PEOPLE!

#DemConvention2020 #DemocraticConvention #DemocraticNationalConvention"
1149335787466559490,C001049,@FSCDems fair appraisals are key to fighting red-lining and closing the #homeownership gap https://t.co/uMatkSeUfQ
1161383910506467328,L000592,@RepMcGovern @RepDeSaulnier @RepDonBeyer @RepSusanDavis @RepDebHaaland @RepJayapal @RepRaulGrijalva @gracenapolitano @JacksonLeeTX18 @RepTjCox @RepCohen @RepDavidEPrice @RepDianaDeGette @BettyMcCollum04 @RepJerryNadler @RepAndreCarson @RepJuanVargas @RepGwenMoore @NydiaVelazquez
935625584339836928,C001051,A beautiful way to honor our #Veterans at the Central Texas State Veterans Cemetery for the Christmas Season!  #TX31 @txglo @TexasVLB #Killeen #TXVeterans https://t.co/9OaTgV7cBt
1331757798351368193,S000344,Pleased to speak with LA City Attorney Mike Feuer today about the city’s efforts to address the increased volume of flights over schools and neighborhoods. (1/2)
1255890886740893697,D000622,"I’m proud to help introduce this legislation that would fully utilize the Defense Production Act to boost production of this life-saving equipment and increase transparency over its distribution, and I hope it is included in the next #COVID19 relief package."
1277247727710228480,R000577,"I call bullshit. There is no way the Russians are paying Taliban to kill Americans, our Intel community finds out and it doesn’t make its way to the President. NO WAY!  If you are pushing this out to protect the President you are protecting a traitor. This disgusts me. https://t.co/3MVHmxUv2q"
926913451074707458,M001202,.@SFB_Airport turned 75 yesterday. Once a WWII naval air station &amp; now one of the nation's fastest growing airports. Proud to honor SFB! https://t.co/OKG6hbhjYC
1154390217681489920,S000248,"Puerto Ricans have spoken and demanded accountability and respect from their leaders.  They have spoken out against mismanagement and corruption, issues that have no party lines on the island."
931975437357547520,B000755,"Today is #Nationaladoptionday. Thanks to adoption, we have a family. Cathy and I are forever grateful for the two women who chose life, chose adoption and entrusted these two precious babies to our safe keeping. God Bless! https://t.co/mor4ZLacMC https://t.co/ET3qPafO4D"
1215417045841580032,G000578,TONIGHT: I'll be on @TuckerCarlson to discuss the war powers resolution vote today. Tune in to @FoxNews at 8:00pm ET/7:00pm CT https://t.co/PUjKZYs47c
994243695036846080,H000874,"I commend the release of three Americans unjustifiably imprisoned by North Korea. Now, the difficult part will be reaching an agreement with the North Koreans that establishes a strong verification regime that can ensure genuine denuclearization. https://t.co/1tizFluHLW"
1294000774553276417,T000460,"Good news – Phillips 66 announced it will turn the refinery in Rodeo into the world’s largest renewable fuels production facility. This is a win for our environment, for local jobs and for our entire district! https://t.co/hHAe5pqPnq"
1304063076107517952,W000827,"Today is #WorldSuicidePreventionDay. During these uncertain times, I encourage everyone to reach out and connect with family and friends to check in on them. 

If you or someone you know is struggling, a counselor is available 24/7 at: 800-273-8255.

We are all in this together. https://t.co/i0S7xEpq4m"
886277484576215044,H001050,Very sad to learn of the fire and loss of lives and injuries.  Thanks to HFD for their expert service.  https://t.co/uF1S9UpR3p
1123639531939553281,C001088,Questioning AG Barr now-watch live below! https://t.co/NPmG5hCMra
1054454725641420800,G000386,PresTrump as commander in chief is right to defend country/borders &amp; stop the attack on natl sovereignty from the 7000+ migrant caravan heading to USA. Not fair to legal immigrants going through proper LEGAL process We need to help Trump admin secure border+close immig loopholes
1035222902084382720,T000460,Lake County — please note that Advisory Evacuations have been lifted for the Mendocino National Forest. Some closures remain in effect. #MendocinoComplex https://t.co/Eev4kkL1nk
889889232898199552,H001064,"The gang is back together on #ExIm4jobs, today @WhipHoyer, @RepGwenMoore &amp; I recommended @realdonaldtrump drop Scott Garrett. https://t.co/ozEKMaVnuB"
1047166201099636736,M001183,"I'm thrilled the Senate Energy &amp; Natural Resources Committee has approved my bill to permanently authorize the Land &amp; Water Conservation Fund. In #WV #LWCF funds have been used to increase access in the Monongahela National Forest, Harpers Ferry &amp; the New River Gorge. https://t.co/ydQCHAh2JX"
1017090346407419904,C001080,Have you told your boss that? https://t.co/GHMNkrgOUK
917738902022221829,H001047,Texas lawmakers looking for $18.7 billion hurricane aid from Congress. Same guys who opposed Sandy aid. Gonna ask about secession this week.
1164641819839229952,D000623,.@RealDonaldTrump’s love affair with Russia continues. Who exactly is being outsmarted? https://t.co/8JUe8IC9TO
1275491913525858305,L000586,"""It never felt right walking past a monument to people who fought to keep people like me enslaved."" 

Great story about #Quincy native Charles Gee's call-to-action to remove a Confederate statue in our hometown of #GadsdenCounty, #Fla. #FL05 @TDOnline 
https://t.co/UuQ4dp69kI"
968573792359452672,C001061,"The Majority promised the #GOPTaxScam would unleash a spending spree. They forgot to mention that spending would go straight to the stocks of huge corporations.
https://t.co/iSyU4iij7B"
902957317309812736,H001075,"Later today, I’ll be in Oakland for a town hall. You can watch it live on my Facebook page starting around 3 PM PT → https://t.co/J944ScCiVq"
1088168263253663744,M000639,"By erratically pulling US troops out of Syria, the Trump Admin will abandon the Kurds, our closest allies in this fight.

This ill-advised decision would have a ripple effect—it will hurt our allies, our national security, &amp; civilians. https://t.co/SGJeD8BDFf"
1108805127467606016,S001172,Thank you @POTUS for acting quickly and decisively to recognize the suffering of so many Nebraskans by issuing a Major Disaster Declaration. Additional resources will go a long way toward mitigating the ongoing crisis and beginning the recovery process. https://t.co/B2ipgIU2LM
1205167858579316736,A000375,"We don’t need a rerun of Obamacare to prove government-controlled healthcare doesn’t work. 

This bill doubles down on a failed philosophy that taxes &amp; regulates rather than providing more choices, greater transparency, &amp; a healthier market. 

#HR3 = #FewerCures, not #LowerCosts. https://t.co/9wOW7T1f0X"
1365119821470392328,P000595,"Great conversation with @JCRC_AJC and appreciated the opportunity to provide an update on my priorities in the Senate, passing needed COVID relief &amp; working as @HSGAC Chair to address security threats, including domestic terrorism at houses of worship."
981585440741478403,M000639,"Nothing about gun violence is easy to solve, but protecting children shouldn’t be political. These commonsense policies Bob Menendez has long fought for will protect our most important resource—our children. https://t.co/E0CcuJVDni"
1272623443817701376,S001175,Bolton=Traitor. Would not come before Intel Committee but will go on national TV and answer ANY question. Not a patriot but a money grubbing traitor.
1311133289348886529,B001267,"Colorado has voted by mail for years.

The president isn’t really worried about fraud. He’s worried that the American people will vote."
1202689109053100046,V000128,"The Senate has finally passed a bipartisan compromise to renew funding for HBCUs—including 4 in Maryland. Republicans should never have let this funding expire months ago, but I’m glad we were able to secure $255M for these colleges and take steps to simplify the FAFSA process."
1042075524162629632,P000449,I believe we will get my #STOPAct signed into law before the end of the year. Senate passed it yesterday &amp; House passed it in June both w/ overwhelming bipartisan support. Critically important to our efforts to combat #opioidcrisis in #Ohio &amp; around the US https://t.co/FnyW85wgpg
1275868921812443136,B001305,"Proud to join @RepRussFulcher on this. In the wake of lawless actions around our country, the right to self-defense must be protected. #2A https://t.co/n3xz9w1MpE"
1174047581665681408,B001296,"Today, at the Fairmount Water Works, I joined @PennEnvironment and @PennPIRG to kick off local efforts for #nationaldriveelectricweek .

A recent report card gave Pennsylvania a grade of ""F"" for failing to invest in-- 
(1/2)"
1043163812277510146,V000131,"Today on #NationalPOWMIA Recognition Day, we honor the brave men and women who served our country proudly and made the ultimate sacrifice for our freedoms. They will never be forgotten. https://t.co/6gTKAqA04Y"
948302934324006917,D000628,It was an honor to present PFC Josiah “Don” Lower with the six medals he earned for his service during World War II. We worked with his family to have his medals reissued and surprised him with a presentation. https://t.co/Vrstysy2L1
1119947894063161344,W000823,#HeIsRisen! May God’s love fill our homes this #Easter as we celebrate the resurrection of His only son. #HappyEaster! #EasterSunday https://t.co/I5lXASA6jl
897877252561620998,S000364,"Sadly, hate groups renounce that ideal in favor of divisiveness and discrimination."
1146490350938337280,D000563,I’m glad that the Trump Administration is moving forward on the 2020 Census without its politically-motivated citizenship question. A fair and accurate Census is essential for our democracy. https://t.co/kf0CNJmNdt
1281288045560561675,H001068,Folks across the country are coming together to fight for racial justice and demand widespread police reform. Another way to get involved: you can become a citizen co-sponsor of the George Floyd #JusticeInPolicing Act. Join now and help spread the word: https://t.co/98QLaLHlxI. https://t.co/WqoVE49UYR
1029060525878063105,S001181,Great morning breaking ground on the new Revision Advanced Warfighter Equipment Development Center at Pease. This center will bring new jobs and opportunities while continuing NH’s legacy of contributing to our national defense. https://t.co/8ueKzilKHs
1004386141125120001,R000595,I applaud yesterday's @OAS_official vote to suspend the undemocratic Maduro regime. https://t.co/TRVf3BosSZ #Venezuela
1080948327682883584,C001098,Today I reintroduced the EL CHAPO Act. The bill would reserve any amounts forfeited to the US gov as a result of criminal prosecution of “El Chapo” &amp; other drug lords for border security assets and the completion of the wall along the US-Mexico border. --&gt; https://t.co/SndC56CiYz https://t.co/JlMV6a4W2G
1009517287416778752,P000197,"After six months of the #GOPTaxScam for the rich, the #GOPBudget proves that the GOP wants to pay for it all through massive cuts to Medicare, Medicaid, &amp; education. https://t.co/sXK7I5UEU2"
963934133188689921,B001284,"Today's school shooting in Florida is a horrific and devastating tragedy that has taken innocent lives and forever changed all impacted faculty, students and their families... https://t.co/7zzrEs8mTb"
1059514032451919873,F000466,Great time serving and greeting customers at the Dunkin Donuts in #Warminster!! https://t.co/R8mLavmRwI
924715878448553985,F000457,I hope you’ll join me in getting out the vote. Get registered &amp; find out where you can cast your ballot early: https://t.co/cr6IQNoDT1
1299824815562526721,V000128,"Each year taxpayers invest billions in medical research. Corporations should not turn taxpayer-funded discoveries into a means of price-gouging consumers and patients. We must pass the We PAID Act, which would ensure a fair price after public investments. https://t.co/9pCegqxuGM"
1250508921405607937,C001070,Cutting aid to a vital organization involved in the response to COVID-19 will prolong this crisis and make it worse. https://t.co/DnCaPi6s7i
1218299234023362560,D000630,"Not only was 2019 the second hottest year on record, it was the end of the hottest decade in recorded history. Taking action to address climate change is a moral and economic necessity.  https://t.co/E2MrDBCZpS"
1136038787421806592,L000591,"Christopher Kelly Rapp, an engineer who lived in Powhatan, played the bagpipes and loved Scottish music. Compared by some to Mr. Rogers, he was known as encouraging and enthusiastic. https://t.co/RCkTVJwtK8"
